#Entity         TMPTR        MMTMP             POWER             SMCLK        DVCCTR                      
ID               C           C                  W                                                         
GPU 2           67           59                448.044           930          4                           
GPU 3           69           59                448.489           945          4                           
GPU 4           69           62                447.624           945          4                           
GPU 5           69           61                449.268           855          4                           
GPU 6           68           60                448.773           900          4                           
GPU 7           68           58                447.364           900          4                           
GPU 0           68           61                449.360           915          4                           
GPU 1           67           60                447.368           900          4                           
GPU 2           67           59                448.095           930          4                           
GPU 3           69           59                448.560           945          4                           
GPU 4           69           62                448.470           930          4                           
GPU 5           69           61                449.157           870          4                           
GPU 6           68           60                448.848           900          4                           
GPU 7           68           58                447.590           930          4                           
GPU 0           67           61                448.944           855          4                           
GPU 1           67           59                447.634           900          4                           
GPU 2           68           59                448.029           930          4                           
GPU 3           69           59                448.819           945          4                           
GPU 4           69           62                447.966           945          4                           
GPU 5           69           61                449.465           855          4                           
GPU 6           68           60                448.546           900          4                           
GPU 7           68           58                448.263           900          4                           
GPU 0           67           61                449.272           885          4                           
GPU 1           67           59                447.150           900          4                           
GPU 2           67           59                447.731           960          4                           
GPU 3           69           59                449.161           930          4                           
GPU 4           69           62                447.960           945          4                           
GPU 5           69           61                449.395           855          4                           
GPU 6           68           60                448.658           900          4                           
GPU 7           68           58                448.290           900          4                           
GPU 0           68           61                449.972           915          4                           
GPU 1           67           60                447.370           900          4                           
GPU 2           67           59                448.590           945          4                           
GPU 3           69           59                448.734           930          4                           
GPU 4           69           62                448.237           900          4                           
GPU 5           69           61                448.966           855          4                           
GPU 6           68           60                448.464           900          4                           
GPU 7           68           58                448.214           885          4                           
GPU 0           68           61                448.528           885          4                           
GPU 1           67           60                446.617           900          4                           
GPU 2           67           59                448.305           930          4                           
GPU 3           69           59                448.578           960          4                           
GPU 4           69           62                447.588           900          4                           
GPU 5           69           61                449.178           855          4                           
GPU 6           68           60                448.660           900          4                           
GPU 7           68           58                448.096           885          4                           
GPU 0           67           60                448.840           900          4                           
GPU 1           67           60                447.370           885          4                           
GPU 2           67           59                448.571           930          4                           
GPU 3           69           59                448.718           930          4                           
GPU 4           69           61                447.421           900          4                           
GPU 5           69           61                449.507           855          4                           
GPU 6           67           60                448.722           900          4                           
GPU 7           68           58                448.248           885          4                           
GPU 0           68           61                449.462           900          4                           
GPU 1           67           60                447.253           900          4                           
GPU 2           67           59                448.460           930          4                           
GPU 3           69           59                449.027           930          4                           
GPU 4           69           62                447.861           915          4                           
GPU 5           69           61                449.689           885          4                           
GPU 6           68           60                448.591           885          4                           
GPU 7           68           58                447.840           870          4                           
GPU 0           68           61                449.096           900          4                           
GPU 1           67           59                447.223           885          4                           
GPU 2           68           59                448.542           945          4                           
GPU 3           69           59                449.417           900          4                           
GPU 4           69           62                447.953           945          4                           
GPU 5           69           61                449.078           855          4                           
GPU 6           68           60                448.817           900          4                           
GPU 7           68           58                447.566           885          4                           
GPU 0           68           61                449.296           900          4                           
GPU 1           67           60                446.995           900          4                           
GPU 2           67           59                447.785           915          4                           
GPU 3           69           59                448.743           930          4                           
GPU 4           69           62                448.259           930          4                           
GPU 5           69           61                449.144           855          4                           
GPU 6           68           60                448.690           900          4                           
GPU 7           68           58                448.238           930          4                           
GPU 0           68           61                448.105           915          4                           
GPU 1           67           60                446.984           900          4                           
GPU 2           67           59                447.780           915          4                           
GPU 3           69           59                449.020           915          4                           
GPU 4           69           62                447.689           945          4                           
GPU 5           69           60                448.853           870          4                           
GPU 6           68           60                448.942           900          4                           
GPU 7           68           58                448.042           870          4                           
GPU 0           67           62                449.277           900          4                           
GPU 1           67           60                447.174           900          4                           
GPU 2           68           59                448.339           945          4                           
GPU 3           69           59                448.455           930          4                           
GPU 4           69           62                448.239           945          4                           
GPU 5           69           60                449.268           855          4                           
GPU 6           68           60                448.811           900          4                           
GPU 7           68           58                448.040           900          4                           
#Entity         TMPTR        MMTMP             POWER             SMCLK        DVCCTR                      
ID               C           C                  W                                                         
GPU 0           67           61                449.256           900          4                           
GPU 1           67           60                447.130           900          4                           
GPU 2           68           59                448.200           930          4                           
GPU 3           69           59                448.713           930          4                           
GPU 4           69           61                448.166           945          4                           
GPU 5           69           60                449.100           855          4                           
GPU 6           68           60                448.804           885          4                           
GPU 7           68           58                448.335           900          4                           
GPU 0           68           61                448.951           915          4                           
GPU 1           67           60                447.675           900          4                           
GPU 2           67           59                448.005           915          4                           
GPU 3           69           59                448.950           945          4                           
GPU 4           69           62                447.817           945          4                           
GPU 5           69           61                449.011           855          4                           
GPU 6           68           60                448.861           900          4                           
GPU 7           68           58                448.407           915          4                           
GPU 0           68           61                449.063           915          4                           
GPU 1           67           60                447.134           900          4                           
GPU 2           68           59                448.156           930          4                           
GPU 3           69           59                448.922           930          4                           
GPU 4           69           62                447.854           945          4                           
GPU 5           69           61                449.332           870          4                           
GPU 6           68           60                448.356           915          4                           
GPU 7           68           58                448.617           870          4                           
GPU 0           68           61                448.639           915          4                           
GPU 1           67           60                447.312           915          4                           
GPU 2           68           59                447.656           960          4                           
GPU 3           69           59                448.469           930          4                           
GPU 4           69           62                447.618           900          4                           
GPU 5           69           61                449.155           870          4                           
GPU 6           68           60                448.760           885          4                           
GPU 7           68           58                447.180           900          4                           
GPU 0           68           61                448.828           885          4                           
GPU 1           67           59                447.526           915          4                           
GPU 2           68           59                448.138           960          4                           
GPU 3           69           59                448.701           945          4                           
GPU 4           69           62                448.598           945          4                           
GPU 5           69           60                449.185           855          4                           
GPU 6           68           59                448.357           900          4                           
GPU 7           68           58                447.853           930          4                           
GPU 0           68           61                447.766           915          4                           
GPU 1           67           60                446.981           915          4                           
GPU 2           68           59                447.602           915          4                           
GPU 3           69           59                449.147           915          4                           
GPU 4           69           62                448.025           945          4                           
GPU 5           69           61                449.167           855          4                           
GPU 6           68           60                448.273           900          4                           
GPU 7           68           58                447.728           885          4                           
GPU 0           68           61                449.177           885          4                           
GPU 1           67           60                446.777           900          4                           
GPU 2           68           59                448.084           930          4                           
GPU 3           69           59                448.471           930          4                           
GPU 4           69           61                448.413           930          4                           
GPU 5           69           61                449.197           870          4                           
GPU 6           68           59                448.662           915          4                           
GPU 7           68           58                448.027           900          4                           
GPU 0           68           61                448.507           915          4                           
GPU 1           67           60                447.332           900          4                           
GPU 2           68           59                448.488           945          4                           
GPU 3           69           59                449.144           945          4                           
GPU 4           69           62                447.993           885          4                           
GPU 5           69           61                449.222           855          4                           
GPU 6           68           60                448.399           900          4                           
GPU 7           68           58                448.471           870          4                           
GPU 0           68           61                449.221           915          4                           
GPU 1           67           60                447.375           915          4                           
GPU 2           68           59                448.936           915          4                           
GPU 3           69           59                448.765           945          4                           
GPU 4           69           61                448.173           900          4                           
GPU 5           69           61                448.860           840          4                           
GPU 6           68           60                448.521           900          4                           
GPU 7           68           58                448.005           915          4                           
GPU 0           68           61                449.085           900          4                           
GPU 1           67           60                446.890           900          4                           
GPU 2           68           59                447.505           960          4                           
GPU 3           69           59                447.906           945          4                           
GPU 4           69           62                447.887           945          4                           
GPU 5           69           61                449.553           855          4                           
GPU 6           68           60                448.372           900          4                           
GPU 7           68           59                447.871           870          4                           
GPU 0           68           61                448.862           930          4                           
GPU 1           67           60                447.111           900          4                           
GPU 2           68           59                447.745           930          4                           
GPU 3           69           59                448.033           900          4                           
GPU 4           69           62                447.959           915          4                           
GPU 5           69           61                449.499           840          4                           
GPU 6           68           61                448.618           900          4                           
GPU 7           68           58                447.660           885          4                           
GPU 0           68           61                448.918           900          4                           
GPU 1           67           60                447.258           915          4                           
GPU 2           68           59                447.804           930          4                           
GPU 3           69           60                448.872           915          4                           
GPU 4           69           61                448.489           915          4                           
GPU 5           69           61                449.295           840          4                           
GPU 6           68           60                449.416           885          4                           
GPU 7           68           58                447.857           930          4                           
GPU 0           68           61                448.779           915          4                           
GPU 1           67           60                447.257           915          4                           
GPU 2           68           59                448.797           915          4                           
GPU 3           69           60                448.506           945          4                           
GPU 4           69           61                448.403           930          4                           
GPU 5           69           60                448.687           855          4                           
GPU 6           68           60                448.537           900          4                           
GPU 7           68           58                447.860           915          4                           
GPU 0           68           62                448.336           915          4                           
GPU 1           67           60                447.154           900          4                           
GPU 2           68           59                448.122           930          4                           
GPU 3           69           60                448.762           945          4                           
GPU 4           69           62                448.011           870          4                           
GPU 5           69           61                448.946           855          4                           
GPU 6           68           60                448.652           900          4                           
GPU 7           68           59                447.653           900          4                           
#Entity         TMPTR        MMTMP             POWER             SMCLK        DVCCTR                      
ID               C           C                  W                                                         
GPU 0           68           61                448.997           915          4                           
GPU 1           67           60                446.839           900          4                           
GPU 2           68           59                447.418           945          4                           
GPU 3           69           59                449.155           900          4                           
GPU 4           69           62                448.147           915          4                           
GPU 5           69           61                448.763           855          4                           
GPU 6           68           60                449.105           900          4                           
GPU 7           68           58                448.488           900          4                           
GPU 0           68           61                448.755           900          4                           
GPU 1           67           60                447.226           915          4                           
GPU 2           68           59                447.939           930          4                           
GPU 3           69           60                449.362           930          4                           
GPU 4           69           62                448.611           945          4                           
GPU 5           69           60                449.036           855          4                           
GPU 6           68           60                448.656           900          4                           
GPU 7           68           59                447.655           915          4                           
GPU 0           68           61                449.180           915          4                           
GPU 1           67           60                446.393           900          4                           
GPU 2           68           59                448.047           915          4                           
GPU 3           69           60                448.472           915          4                           
GPU 4           69           61                448.973           900          4                           
GPU 5           69           60                449.560           870          4                           
GPU 6           68           60                448.907           900          4                           
GPU 7           68           59                447.120           900          4                           
GPU 0           68           62                448.490           900          4                           
GPU 1           67           60                447.301           915          4                           
GPU 2           68           59                447.997           945          4                           
GPU 3           69           60                448.571           930          4                           
GPU 4           69           62                448.161           915          4                           
GPU 5           69           60                449.049           855          4                           
GPU 6           68           60                448.985           900          4                           
GPU 7           68           59                448.358           945          4                           
GPU 0           68           61                448.585           900          4                           
GPU 1           67           60                447.871           885          4                           
GPU 2           68           59                447.630           960          4                           
GPU 3           69           60                448.763           945          4                           
GPU 4           69           62                448.483           900          4                           
GPU 5           69           60                449.371           870          4                           
GPU 6           68           61                448.858           900          4                           
GPU 7           68           58                447.977           900          4                           
GPU 0           68           61                448.394           915          4                           
GPU 1           67           60                447.278           900          4                           
GPU 2           68           59                447.789           960          4                           
GPU 3           69           60                448.519           945          4                           
GPU 4           69           62                448.188           915          4                           
GPU 5           69           60                449.113           870          4                           
GPU 6           68           59                448.810           885          4                           
GPU 7           68           59                447.900           900          4                           
GPU 0           68           61                448.534           900          4                           
GPU 1           67           60                446.990           900          4                           
GPU 2           68           59                447.892           915          4                           
GPU 3           69           60                449.430           915          4                           
GPU 4           69           62                448.096           930          4                           
GPU 5           69           60                449.256           870          4                           
GPU 6           68           61                449.020           885          4                           
GPU 7           68           58                447.298           900          4                           
GPU 0           68           61                448.831           900          4                           
GPU 1           67           60                447.134           900          4                           
GPU 2           68           59                447.426           930          4                           
GPU 3           69           60                448.412           945          4                           
GPU 4           69           61                448.501           915          4                           
GPU 5           69           61                448.979           870          4                           
GPU 6           68           60                448.732           900          4                           
GPU 7           68           59                448.106           870          4                           
GPU 0           68           61                448.872           900          4                           
GPU 1           67           60                446.996           915          4                           
GPU 2           68           59                447.751           945          4                           
GPU 3           69           60                448.678           930          4                           
GPU 4           69           62                447.999           945          4                           
GPU 5           69           61                449.272           870          4                           
GPU 6           68           61                448.408           900          4                           
GPU 7           68           59                448.290           915          4                           
GPU 0           68           62                448.597           915          4                           
GPU 1           67           60                447.038           900          4                           
GPU 2           68           59                447.742           915          4                           
GPU 3           69           60                448.623           945          4                           
GPU 4           69           61                448.517           915          4                           
GPU 5           69           61                449.259           855          4                           
GPU 6           68           60                449.080           900          4                           
GPU 7           68           59                448.714           945          4                           
GPU 0           68           62                448.131           885          4                           
GPU 1           67           60                447.394           885          4                           
GPU 2           68           59                447.845           930          4                           
GPU 3           69           60                449.025           945          4                           
GPU 4           69           62                448.625           900          4                           
GPU 5           69           61                449.377           870          4                           
GPU 6           68           61                448.477           900          4                           
GPU 7           68           59                447.623           915          4                           
GPU 0           68           61                447.811           915          4                           
GPU 1           67           60                446.994           900          4                           
GPU 2           68           59                447.667           930          4                           
GPU 3           69           60                448.731           930          4                           
GPU 4           69           62                447.934           915          4                           
GPU 5           69           61                448.833           885          4                           
GPU 6           68           61                448.625           900          4                           
GPU 7           68           59                447.887           900          4                           
GPU 0           68           62                448.624           900          4                           
GPU 1           67           60                447.235           900          4                           
GPU 2           68           59                448.649           945          4                           
GPU 3           69           60                448.061           945          4                           
GPU 4           69           62                447.876           960          4                           
GPU 5           69           61                449.542           855          4                           
GPU 6           68           60                448.934           900          4                           
GPU 7           68           59                447.768           900          4                           
GPU 0           68           62                448.841           915          4                           
GPU 1           67           60                446.570           900          4                           
GPU 2           68           59                448.242           915          4                           
GPU 3           69           60                448.603           960          4                           
GPU 4           69           62                448.475           915          4                           
GPU 5           69           61                449.193           855          4                           
GPU 6           68           60                448.708           900          4                           
GPU 7           68           59                448.004           870          4                           
#Entity         TMPTR        MMTMP             POWER             SMCLK        DVCCTR                      
ID               C           C                  W                                                         
GPU 0           68           62                448.136           915          4                           
GPU 1           67           59                447.259           900          4                           
GPU 2           68           59                447.502           960          4                           
GPU 3           69           60                448.951           930          4                           
GPU 4           69           62                448.161           900          4                           
GPU 5           69           61                449.205           870          4                           
GPU 6           68           61                448.096           900          4                           
GPU 7           68           59                448.434           930          4                           
GPU 0           68           62                448.901           900          4                           
GPU 1           67           60                447.245           885          4                           
GPU 2           68           59                447.585           960          4                           
GPU 3           69           60                448.799           960          4                           
GPU 4           69           61                448.337           915          4                           
GPU 5           69           61                448.763           870          4                           
GPU 6           68           61                448.283           900          4                           
GPU 7           68           59                448.261           915          4                           
GPU 0           68           61                448.459           900          4                           
GPU 1           67           60                446.832           900          4                           
GPU 2           68           59                447.859           975          4                           
GPU 3           69           60                448.368           945          4                           
GPU 4           69           62                448.132           915          4                           
GPU 5           69           61                449.199           855          4                           
GPU 6           68           61                448.657           900          4                           
GPU 7           68           59                447.665           915          4                           
GPU 0           68           61                449.478           915          4                           
GPU 1           67           60                447.624           900          4                           
GPU 2           68           59                448.023           960          4                           
GPU 3           69           60                449.328           960          4                           
GPU 4           69           62                448.128           930          4                           
GPU 5           69           61                449.600           855          4                           
GPU 6           68           60                448.497           900          4                           
GPU 7           68           59                447.389           915          4                           
GPU 0           68           61                449.017           840          4                           
GPU 1           67           60                447.516           900          4                           
GPU 2           68           59                447.690           945          4                           
GPU 3           69           60                447.649           945          4                           
GPU 4           69           62                447.111           915          4                           
GPU 5           69           61                448.959           855          4                           
GPU 6           68           61                448.453           915          4                           
GPU 7           68           59                448.472           915          4                           
GPU 0           68           61                449.097           900          4                           
GPU 1           67           60                447.239           900          4                           
GPU 2           68           59                447.771           945          4                           
GPU 3           69           60                448.961           945          4                           
GPU 4           69           62                448.437           930          4                           
GPU 5           69           61                449.042           870          4                           
GPU 6           68           61                448.661           870          4                           
GPU 7           68           59                447.291           915          4                           
GPU 0           68           61                449.127           885          4                           
GPU 1           67           60                447.182           900          4                           
GPU 2           68           59                448.203           945          4                           
GPU 3           69           60                448.313           930          4                           
GPU 4           69           62                448.426           900          4                           
GPU 5           69           61                448.709           870          4                           
GPU 6           68           61                448.794           900          4                           
GPU 7           68           59                448.240           915          4                           
GPU 0           68           61                449.120           885          4                           
GPU 1           67           60                446.783           885          4                           
GPU 2           68           59                448.259           915          4                           
GPU 3           69           60                448.453           930          4                           
GPU 4           69           62                448.129           930          4                           
GPU 5           69           61                449.092           870          4                           
GPU 6           68           60                448.784           900          4                           
GPU 7           68           59                447.926           900          4                           
GPU 0           68           61                449.153           915          4                           
GPU 1           67           60                447.240           915          4                           
GPU 2           68           59                448.538           915          4                           
GPU 3           69           60                448.482           930          4                           
GPU 4           69           62                447.792           915          4                           
GPU 5           69           61                449.127           855          4                           
GPU 6           68           61                447.864           900          4                           
GPU 7           68           59                447.544           915          4                           
GPU 0           68           62                449.152           900          4                           
GPU 1           67           60                447.452           885          4                           
GPU 2           68           59                447.822           930          4                           
GPU 3           69           60                448.827           945          4                           
GPU 4           70           62                448.239           930          4                           
GPU 5           69           61                449.335           855          4                           
GPU 6           68           61                448.717           900          4                           
GPU 7           68           59                447.488           915          4                           
GPU 0           68           61                449.496           885          4                           
GPU 1           67           60                447.383           900          4                           
GPU 2           68           59                448.096           945          4                           
GPU 3           69           59                448.689           930          4                           
GPU 4           69           61                448.431           915          4                           
GPU 5           69           61                449.336           870          4                           
GPU 6           68           61                448.984           870          4                           
GPU 7           68           59                447.868           900          4                           
GPU 0           68           61                448.726           900          4                           
GPU 1           67           60                447.124           900          4                           
GPU 2           68           59                448.092           945          4                           
GPU 3           69           60                449.232           900          4                           
GPU 4           69           62                448.070           945          4                           
GPU 5           69           61                449.305           855          4                           
GPU 6           68           60                448.602           900          4                           
GPU 7           68           59                448.464           855          4                           
GPU 0           68           62                449.556           885          4                           
