#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 7           72.267            0.000        0.000        0.000        499439                      302913                      
GPU 0           97.095            0.000        0.000        0.000        482737                      266265                      
GPU 1           71.029            0.000        0.000        0.000        510389                      300260                      
GPU 2           70.175            0.000        0.000        0.000        499988                      301879                      
GPU 3           70.023            0.000        0.000        0.000        508630                      299625                      
GPU 4           71.578            0.000        0.000        0.000        504159                      307631                      
GPU 5           72.703            0.000        0.000        0.000        509884                      302367                      
GPU 6           72.533            0.000        0.000        0.000        503661                      306599                      
GPU 7           72.241            0.000        0.000        0.000        501025                      302921                      
GPU 0           97.206            0.000        0.000        0.000        483786                      267838                      
GPU 1           71.130            0.000        0.000        0.000        503636                      301343                      
GPU 2           70.181            0.000        0.000        0.000        515158                      318109                      
GPU 3           70.002            0.000        0.000        0.000        509374                      300803                      
GPU 4           71.602            0.000        0.000        0.000        502544                      311273                      
GPU 5           72.726            0.000        0.000        0.000        514046                      306017                      
GPU 6           72.509            0.000        0.000        0.000        501032                      303973                      
GPU 7           72.255            0.000        0.000        0.000        501549                      305017                      
GPU 0           97.159            0.000        0.000        0.000        430327                      219094                      
GPU 1           71.098            0.000        0.000        0.000        243151                      52403                       
GPU 2           70.161            0.000        0.000        0.000        232689                      53455                       
GPU 3           70.021            0.000        0.000        0.000        242084                      50827                       
GPU 4           71.624            0.000        0.000        0.000        234772                      56072                       
GPU 5           72.713            0.000        0.000        0.000        244718                      52926                       
GPU 6           72.434            0.000        0.000        0.000        243710                      66561                       
GPU 7           72.298            0.000        0.000        0.000        243693                      66557                       
GPU 0           97.072            0.000        0.000        0.000        264692                      63421                       
GPU 1           71.109            0.000        0.000        0.000        478978                      264119                      
GPU 2           70.208            0.000        0.000        0.000        462241                      257848                      
GPU 3           69.978            0.000        0.000        0.000        474308                      268862                      
GPU 4           71.624            0.000        0.000        0.000        471140                      270945                      
GPU 5           72.704            0.000        0.000        0.000        475275                      269864                      
GPU 6           72.593            0.000        0.000        0.000        457025                      251573                      
GPU 7           72.268            0.000        0.000        0.000        455433                      249990                      
GPU 0           97.105            0.000        0.000        0.000        482106                      266730                      
GPU 1           71.092            0.000        0.000        0.000        512508                      303417                      
GPU 2           70.247            0.000        0.000        0.000        498408                      300303                      
GPU 3           70.070            0.000        0.000        0.000        509374                      299231                      
GPU 4           71.647            0.000        0.000        0.000        498925                      302394                      
GPU 5           72.675            0.000        0.000        0.000        516165                      307603                      
GPU 6           72.537            0.000        0.000        0.000        499462                      302926                      
GPU 7           72.320            0.000        0.000        0.000        497348                      299771                      
GPU 0           97.234            0.000        0.000        0.000        486920                      270977                      
GPU 1           71.079            0.000        0.000        0.000        511995                      302376                      
GPU 2           70.136            0.000        0.000        0.000        506780                      307632                      
GPU 3           69.991            0.000        0.000        0.000        516193                      309715                      
GPU 4           71.595            0.000        0.000        0.000        503105                      306055                      
GPU 5           72.674            0.000        0.000        0.000        513547                      305508                      
GPU 6           72.511            0.000        0.000        0.000        508382                      310270                      
GPU 7           72.298            0.000        0.000        0.000        497356                      300824                      
GPU 0           97.070            0.000        0.000        0.000        486413                      270462                      
GPU 1           71.088            0.000        0.000        0.000        518813                      309192                      
GPU 2           70.174            0.000        0.000        0.000        501025                      302921                      
GPU 3           69.931            0.000        0.000        0.000        507803                      298707                      
